code,title,description
326299,All Other Rubber Product Manufacturing,"This U.S. industry comprises establishments primarily engaged in manufacturing rubber products (except tires; hoses and belting; and molded, extruded, and lathe-cut rubber goods for mechanical applications (except rubber tubing)) from natural and synthetic rubber.  Establishments manufacturing rubber tubing made from natural and synthetic rubber, regardless of process used, are included in this industry."
327,Nonmetallic Mineral Product Manufacturing,"The Nonmetallic Mineral Product Manufacturing subsector is based on the transformation of mined or quarried nonmetallic minerals, such as sand, gravel, stone, clay, and refractory materials, into products for intermediate or final consumption.  Processes used include grinding, mixing, cutting, shaping, and honing.  Heat often is used in the process and chemicals are frequently mixed to change the composition, purity, and chemical properties for the intended product."
3271,Clay Product and Refractory Manufacturing,"This industry group comprises establishments primarily engaged in (1) shaping, molding, glazing, and firing pottery, ceramics, and plumbing fixtures, and electrical supplies made entirely or partly of clay or other ceramic materials or (2) shaping, molding, baking, burning, or hardening clay refractories, nonclay refractories, ceramic tile, structural clay tile, brick, and other structural clay building materials."
32711,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",
327110,"Pottery, Ceramics, and Plumbing Fixture Manufacturing","This industry comprises establishments primarily engaged in shaping, molding, glazing, and firing pottery, ceramics, plumbing fixtures, and electrical supplies made entirely or partly of clay or other ceramic materials."
32712,Clay Building Material and Refractories Manufacturing,
327120,Clay Building Material and Refractories Manufacturing,"This industry comprises establishments primarily engaged in shaping, molding, baking, burning, or hardening clay refractories, nonclay refractories, ceramic tile, structural clay tile, brick, and other structural clay building materials.  A refractory is a material that will retain its shape and chemical identity when subjected to high temperatures and is used in applications that require extreme resistance to heat, such as furnace linings."
3272,Glass and Glass Product Manufacturing,
32721,Glass and Glass Product Manufacturing,"This industry comprises establishments primarily engaged in manufacturing glass and/or glass products.  Establishments in this industry may manufacture glass and/or glass products by melting silica sand or cullet, or from purchased glass."
327211,Flat Glass Manufacturing,This U.S. industry comprises establishments primarily engaged in (1) manufacturing flat glass by melting silica sand or cullet or (2) manufacturing both flat glass and laminated glass by melting silica sand or cullet.
327212,Other Pressed and Blown Glass and Glassware Manufacturing,"This U.S. industry comprises establishments primarily engaged in manufacturing glass by melting silica sand or cullet and making pressed, blown, or shaped glass or glassware (except glass packaging containers)."
327213,Glass Container Manufacturing,"This U.S. industry comprises establishments primarily engaged in manufacturing glass packaging, bottling, and canning containers."
327215,Glass Product Manufacturing Made of Purchased Glass,"This U.S. industry comprises establishments primarily engaged in coating, laminating, tempering, or shaping purchased glass."
3273,Cement and Concrete Product Manufacturing,"This industry group comprises establishments primarily engaged in one of the following: (1) manufacturing Portland, natural, masonry, pozzolanic, and other hydraulic cements; (2) acting as batch or mixing plants, manufacturing concrete delivered to a purchaser in a plastic and unhardened state; (3) manufacturing concrete pipe, brick, and block; or (4) manufacturing other concrete products (except block, brick, and pipe)."
32731,Cement Manufacturing,
327310,Cement Manufacturing,"This industry comprises establishments primarily engaged in manufacturing Portland, natural, masonry, pozzolanic, and other hydraulic cements.  Cement manufacturing establishments may calcine earths or mine, quarry, manufacture, or purchase lime."
32732,Ready-Mix Concrete Manufacturing,
327320,Ready-Mix Concrete Manufacturing,"This industry comprises establishments, such as batch plants or mix plants, primarily engaged in manufacturing concrete delivered to a purchaser in a plastic and unhardened state.  Ready-mix concrete manufacturing establishments may mine, quarry, or purchase sand and gravel."
32733,"Concrete Pipe, Brick, and Block Manufacturing","This industry comprises establishments primarily engaged in manufacturing concrete pipe, brick, and block."
327331,Concrete Block and Brick Manufacturing,This U.S. industry comprises establishments primarily engaged in manufacturing concrete block and brick.
327332,Concrete Pipe Manufacturing,This U.S. industry comprises establishments primarily engaged in manufacturing concrete pipe.
32739,Other Concrete Product Manufacturing,
327390,Other Concrete Product Manufacturing,"This industry comprises establishments primarily engaged in manufacturing concrete products (except block, brick, and pipe)."
3274,Lime and Gypsum Product Manufacturing,"This industry group comprises establishments primarily engaged in (1) manufacturing lime from calcitic limestone, dolomitic limestone, or other calcareous materials or (2) manufacturing gypsum products."
32741,Lime Manufacturing,
327410,Lime Manufacturing,"This industry comprises establishments primarily engaged in manufacturing lime from calcitic limestone, dolomitic limestone, or other calcareous materials, such as coral, chalk, and shells.  Lime manufacturing establishments may mine, quarry, collect, or purchase the sources of calcium carbonate."
